TweetID,Label
5001,0
5002,1
5003,1
5004,0
5005,1
5006,0
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,0
5014,0
5015,1
5016,0
5017,0
5018,1
5019,1
5020,0
5021,1
5022,1
5023,1
5024,1
5025,0
5026,0
5027,1
5028,1
5029,0
5030,1
5031,1
5032,1
5033,1
5034,0
5035,1
5036,1
5037,1
5038,1
5039,0
5040,1
5041,0
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,0
5050,1
5051,0
5052,1
5053,0
5054,0
5055,1
5056,0
5057,1
5058,0
5059,1
5060,1
5061,0
5062,1
5063,1
5064,0
5065,1
5066,0
5067,0
5068,0
5069,0
5070,0
5071,1
5072,0
5073,0
5074,0
5075,0
5076,1
5077,1
5078,0
5079,0
5080,1
5081,0
5082,0
5083,0
5084,0
5085,0
5086,1
5087,0
5088,1
5089,1
5090,1
5091,0
5092,1
5093,1
5094,1
5095,0
5096,1
5097,0
5098,1
5099,1
5100,1
5101,1
5102,1
5103,0
5104,1
5105,1
5106,0
5107,1
5108,1
5109,0
5110,0
5111,0
5112,1
5113,0
5114,0
5115,0
5116,1
5117,1
5118,0
5119,1
5120,1
5121,0
5122,1
5123,0
5124,1
5125,1
5126,1
5127,1
5128,1
5129,1
5130,0
5131,0
5132,1
5133,0
5134,1
5135,1
5136,0
5137,1
5138,1
5139,1
5140,1
5141,0
5142,1
5143,0
5144,0
5145,0
5146,0
5147,0
5148,1
5149,0
5150,0
5151,0
5152,1
5153,1
5154,1
5155,0
5156,1
5157,0
5158,0
5159,0
5160,0
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,0
5168,0
5169,0
5170,0
5171,1
5172,0
5173,0
5174,0
5175,1
5176,1
5177,0
5178,1
5179,0
5180,1
5181,0
5182,1
5183,0
5184,1
5185,1
5186,1
5187,0
5188,1
5189,0
5190,0
5191,1
5192,0
5193,0
5194,1
5195,0
5196,0
5197,0
5198,0
5199,0
5200,0
5201,1
5202,0
5203,1
5204,0
5205,0
5206,1
5207,1
5208,1
5209,0
5210,0
5211,1
5212,0
5213,0
5214,0
5215,0
5216,1
5217,1
5218,0
5219,0
5220,1
5221,0
5222,1
5223,0
5224,1
5225,1
5226,1
5227,1
5228,0
5229,1
5230,1
5231,1
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,1
5240,0
5241,1
5242,1
5243,1
5244,0
5245,1
5246,0
5247,1
5248,1
5249,1
5250,1
5251,0
5252,0
5253,0
5254,1
5255,1
5256,0
5257,1
5258,0
5259,1
5260,1
5261,1
5262,0
5263,1
5264,1
5265,0
5266,0
5267,1
5268,0
5269,1
5270,0
5271,0
5272,1
5273,0
5274,1
5275,1
5276,1
5277,0
5278,0
5279,0
5280,1
5281,0
5282,0
5283,0
5284,1
5285,1
5286,1
5287,1
5288,1
5289,0
5290,1
5291,1
5292,1
5293,1
5294,0
5295,1
5296,0
5297,0
5298,0
5299,1
5300,0
5301,1
5302,0
5303,1
5304,1
5305,1
5306,0
5307,0
5308,0
5309,1
5310,0
5311,0
5312,1
5313,0
5314,1
5315,1
5316,1
5317,0
5318,1
5319,1
5320,0
5321,1
5322,1
5323,0
5324,0
5325,0
5326,1
5327,0
5328,1
5329,0
5330,0
5331,1
5332,0
5333,1
5334,1
5335,1
5336,1
5337,0
5338,1
5339,0
5340,1
5341,0
5342,1
5343,1
5344,1
5345,1
5346,1
5347,0
5348,0
5349,0
5350,0
5351,1
5352,1
5353,0
5354,0
5355,0
5356,1
5357,1
5358,1
5359,0
5360,0
5361,1
5362,1
5363,1
5364,0
5365,0
5366,0
5367,0
5368,0
5369,1
5370,1
5371,1
5372,1
5373,0
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5380,0
5381,1
5382,1
5383,1
5384,0
5385,1
5386,1
5387,1
5388,0
5389,1
5390,0
5391,1
5392,1
5393,1
5394,0
5395,0
5396,1
5397,0
5398,1
5399,1
5400,0
5401,0
5402,1
5403,0
5404,1
5405,0
5406,0
5407,1
5408,1
5409,0
5410,1
5411,1
5412,0
5413,1
5414,1
5415,1
5416,0
5417,0
5418,1
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,1
5433,1
5434,1
5435,0
5436,1
5437,0
5438,0
5439,1
5440,0
5441,0
5442,1
5443,1
5444,0
5445,0
5446,1
5447,1
5448,1
5449,1
5450,1
5451,0
5452,1
5453,1
5454,0
5455,0
5456,1
5457,1
5458,1
5459,1
5460,1
5461,0
5462,0
5463,1
5464,0
5465,1
5466,0
5467,1
5468,0
5469,0
5470,1
5471,0
5472,1
5473,0
5474,0
5475,1
5476,1
5477,1
5478,0
5479,1
5480,1
5481,1
5482,1
5483,0
5484,0
5485,1
5486,0
5487,1
5488,1
5489,0
5490,1
5491,1
5492,1
5493,0
5494,0
5495,1
5496,1
5497,1
5498,1
5499,0
5500,1
5501,0
5502,1
5503,0
5504,1
5505,0
5506,1
5507,0
5508,0
5509,1
5510,1
5511,1
5512,0
5513,0
5514,1
5515,1
5516,1
5517,0
5518,0
5519,1
5520,1
5521,0
5522,0
5523,1
5524,1
5525,1
5526,0
5527,1
5528,1
5529,0
5530,1
5531,1
5532,1
5533,1
5534,0
5535,0
5536,1
5537,0
5538,1
5539,0
5540,0
5541,1
5542,1
5543,1
5544,0
5545,1
5546,0
5547,1
5548,0
5549,1
5550,1
5551,0
5552,0
5553,0
5554,0
5555,1
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,1
5563,0
5564,1
5565,1
5566,0
5567,1
5568,0
5569,1
5570,0
5571,0
5572,0
5573,1
5574,0
5575,0
5576,0
5577,1
5578,0
5579,1
5580,1
5581,1
5582,1
5583,0
5584,1
5585,1
5586,1
5587,1
5588,0
5589,1
5590,1
5591,0
5592,0
5593,0
5594,1
5595,0
5596,1
5597,1
5598,0
5599,1
5600,0
5601,0
5602,1
5603,0
5604,1
5605,1
5606,0
5607,0
5608,1
5609,1
5610,1
5611,1
5612,0
5613,0
5614,1
5615,1
5616,0
5617,0
5618,1
5619,0
5620,0
5621,0
5622,1
5623,0
5624,1
5625,0
5626,0
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,1
5634,1
5635,1
5636,0
5637,1
5638,0
5639,0
5640,0
5641,1
5642,1
5643,1
5644,0
5645,1
5646,1
5647,1
5648,1
5649,1
5650,0
5651,1
5652,0
5653,0
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,0
5661,0
5662,1
5663,1
5664,1
5665,1
5666,0
5667,1
5668,0
5669,1
5670,1
5671,0
5672,0
5673,0
5674,0
5675,1
5676,1
5677,0
5678,0
5679,1
5680,1
5681,0
5682,1
5683,1
5684,0
5685,0
5686,0
5687,1
5688,1
5689,1
5690,0
5691,1
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,0
5699,0
5700,0
5701,0
5702,1
5703,0
5704,1
5705,1
5706,1
5707,0
5708,0
5709,0
5710,0
5711,1
5712,0
5713,1
5714,1
5715,1
5716,0
5717,1
5718,1
5719,1
5720,0
5721,0
5722,1
5723,1
5724,1
5725,1
5726,1
5727,0
5728,0
5729,1
5730,1
5731,1
5732,0
5733,0
5734,1
5735,1
5736,1
5737,0
5738,0
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,0
5746,1
5747,0
5748,0
5749,1
