TweetID,Label
5001,1
5002,1
5003,0
5004,1
5005,0
5006,1
5007,1
5008,0
5009,0
5010,0
5011,0
5012,1
5013,0
5014,0
5015,0
5016,1
5017,0
5018,1
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0
5029,1
5030,0
5031,0
5032,0
5033,1
5034,1
5035,1
5036,0
5037,0
5038,0
5039,0
5040,0
5041,1
5042,1
5043,0
5044,0
5045,1
5046,1
5047,0
5048,1
5049,1
5050,1
5051,1
5052,1
5053,0
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,1
5063,1
5064,1
5065,0
5066,1
5067,1
5068,1
5069,1
5070,1
5071,0
5072,1
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,0
5083,0
5084,0
5085,0
5086,0
5087,0
5088,0
5089,1
5090,1
5091,1
5092,1
5093,0
5094,0
5095,1
5096,1
5097,0
5098,1
5099,0
5100,0
5101,0
5102,0
5103,1
5104,1
5105,1
5106,1
5107,0
5108,0
5109,0
5110,0
5111,1
5112,0
5113,0
5114,1
5115,1
5116,0
5117,0
5118,0
5119,0
5120,1
5121,1
5122,0
5123,1
5124,0
5125,0
5126,1
5127,0
5128,1
5129,0
5130,0
5131,0
5132,0
5133,0
5134,0
5135,0
5136,1
5137,0
5138,1
5139,1
5140,0
5141,0
5142,0
5143,1
5144,1
5145,0
5146,1
5147,0
5148,1
5149,0
5150,0
5151,1
5152,0
5153,1
5154,0
5155,0
5156,0
5157,0
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,0
5165,0
5166,1
5167,0
5168,0
5169,1
5170,1
5171,1
5172,0
5173,0
5174,1
5175,0
5176,1
5177,0
5178,1
5179,0
5180,0
5181,1
5182,0
5183,1
5184,1
5185,0
5186,1
5187,1
5188,0
5189,0
5190,1
5191,0
5192,1
5193,1
5194,0
5195,0
5196,0
5197,0
5198,0
5199,1
5200,1
5201,0
5202,1
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,1
5214,0
5215,0
5216,0
5217,0
5218,1
5219,0
5220,1
5221,0
5222,0
5223,0
5224,0
5225,1
5226,1
5227,1
5228,1
5229,0
5230,0
5231,0
5232,1
5233,0
5234,0
5235,0
5236,0
5237,1
5238,0
5239,0
5240,1
5241,0
5242,1
5243,0
5244,1
5245,0
5246,0
5247,0
5248,0
5249,0
5250,1
5251,1
5252,0
5253,0
5254,0
5255,0
5256,1
5257,0
5258,0
5259,0
5260,0
5261,1
5262,1
5263,0
5264,1
5265,1
5266,1
5267,1
5268,0
5269,1
5270,1
5271,0
5272,0
5273,0
5274,0
5275,0
5276,0
5277,0
5278,1
5279,0
5280,0
5281,1
5282,0
5283,1
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,1
5297,1
5298,0
5299,1
5300,1
5301,1
5302,0
5303,0
5304,1
5305,0
5306,0
5307,1
5308,0
5309,0
5310,0
5311,0
5312,1
5313,1
5314,1
5315,0
5316,0
5317,0
5318,1
5319,1
5320,1
5321,0
5322,1
5323,0
5324,0
5325,0
5326,0
5327,1
5328,0
5329,0
5330,0
5331,0
5332,0
5333,1
5334,0
5335,0
5336,0
5337,1
5338,0
5339,1
5340,0
5341,1
5342,0
5343,0
5344,1
5345,1
5346,1
5347,0
5348,1
5349,0
5350,0
5351,0
5352,0
5353,0
5354,0
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,1
5374,1
5375,0
5376,1
5377,0
5378,1
5379,0
5380,0
5381,1
5382,1
5383,0
5384,1
5385,0
5386,0
5387,0
5388,1
5389,0
5390,0
5391,1
5392,0
5393,1
5394,0
5395,0
5396,0
5397,1
5398,0
5399,0
5400,1
5401,0
5402,1
5403,0
5404,0
5405,0
5406,1
5407,0
5408,1
5409,0
5410,0
5411,0
5412,1
5413,1
5414,0
5415,0
5416,0
5417,0
5418,1
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,1
5426,1
5427,0
5428,0
5429,1
5430,1
5431,1
5432,1
5433,0
5434,1
5435,0
5436,0
5437,1
5438,1
5439,0
5440,1
5441,1
5442,0
5443,0
5444,0
5445,0
5446,1
5447,0
5448,0
5449,0
5450,1
5451,1
5452,1
5453,1
5454,1
5455,0
5456,0
5457,0
5458,0
5459,1
5460,1
5461,0
5462,1
5463,0
5464,0
5465,1
5466,1
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,1
5474,1
5475,1
5476,0
5477,1
5478,0
5479,0
5480,1
5481,0
5482,0
5483,0
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,1
5494,0
5495,0
5496,0
5497,0
5498,1
5499,1
5500,1
5501,0
5502,1
5503,0
5504,0
5505,1
5506,0
5507,1
5508,0
5509,0
5510,0
5511,1
5512,1
5513,0
5514,1
5515,1
5516,1
5517,1
5518,0
5519,0
5520,1
5521,1
5522,0
5523,0
5524,0
5525,1
5526,0
5527,0
5528,0
5529,0
5530,0
5531,0
5532,0
5533,0
5534,1
5535,1
5536,0
5537,0
5538,0
5539,1
5540,1
5541,0
5542,0
5543,1
5544,1
5545,0
5546,1
5547,0
5548,0
5549,0
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,1
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,1
5566,1
5567,1
5568,1
5569,0
5570,0
5571,1
5572,0
5573,0
5574,1
5575,1
5576,1
5577,1
5578,0
5579,1
5580,1
5581,1
5582,0
5583,0
5584,1
5585,0
5586,0
5587,0
5588,0
5589,0
5590,0
5591,0
5592,1
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,1
5603,0
5604,0
5605,1
5606,0
5607,0
5608,1
5609,0
5610,1
5611,0
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,0
5619,1
5620,0
5621,0
5622,1
5623,0
5624,1
5625,0
5626,0
5627,0
5628,0
5629,0
5630,0
5631,0
5632,1
5633,0
5634,0
5635,0
5636,1
5637,1
5638,0
5639,0
5640,1
5641,0
5642,0
5643,1
5644,0
5645,0
5646,1
5647,1
5648,0
5649,0
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,1
5657,0
5658,1
5659,0
5660,0
5661,1
5662,0
5663,0
5664,0
5665,0
5666,1
5667,0
5668,0
5669,1
5670,0
5671,0
5672,0
5673,0
5674,0
5675,1
5676,0
5677,0
5678,1
5679,0
5680,1
5681,0
5682,0
5683,1
5684,0
5685,1
5686,0
5687,0
5688,0
5689,1
5690,1
5691,1
5692,0
5693,0
5694,0
5695,0
5696,1
5697,0
5698,0
5699,0
5700,0
5701,0
5702,1
5703,1
5704,0
5705,1
5706,1
5707,0
5708,0
5709,0
5710,1
5711,0
5712,1
5713,1
5714,0
5715,1
5716,0
5717,1
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,0
5725,1
5726,1
5727,1
5728,1
5729,0
5730,0
5731,1
5732,0
5733,0
5734,0
5735,1
5736,0
5737,1
5738,0
5739,1
5740,0
5741,0
5742,0
5743,1
5744,0
5745,0
5746,0
5747,0
5748,1
5749,0
5750,1
5751,0
5752,1
5753,1
5754,0
5755,0
5756,1
5757,0
5758,0
5759,0
5760,1
5761,0
5762,1
5763,0
5764,1
5765,0
5766,0
5767,0
5768,0
5769,1
5770,1
5771,1
5772,0
5773,1
5774,0
5775,1
5776,1
5777,1
5778,1
5779,1
5780,1
5781,1
5782,1
5783,0
5784,0
5785,0
5786,0
5787,0
5788,1
5789,0
5790,0
5791,0
5792,0
5793,0
5794,0
5795,0
5796,1
5797,1
5798,1
5799,1
5800,0
5801,0
5802,1
5803,1
5804,1
5805,0
5806,0
5807,0
5808,0
5809,0
5810,1
5811,0
5812,0
5813,1
5814,0
5815,1
5816,0
5817,0
5818,0
5819,0
5820,0
5821,1
5822,0
5823,0
5824,0
5825,0
5826,0
5827,0
5828,0
5829,0
5830,0
5831,0
5832,0
5833,0
5834,1
5835,1
5836,0
5837,1
5838,0
5839,0
5840,0
5841,0
5842,0
5843,0
5844,1
5845,0
5846,0
5847,0
5848,1
5849,0
5850,1
5851,0
5852,0
5853,0
5854,1
5855,0
5856,0
5857,0
5858,1
5859,0
5860,1
5861,0
5862,1
5863,0
5864,0
5865,1
5866,0
5867,1
5868,0
5869,0
5870,0
5871,0
5872,1
5873,0
5874,0
5875,1
5876,0
5877,0
5878,1
5879,1
5880,1
5881,0
5882,0
5883,1
5884,0
5885,1
5886,1
5887,0
5888,1
5889,0
5890,1
5891,1
5892,0
5893,0
5894,1
5895,1
5896,0
5897,0
5898,0
5899,1
5900,0
5901,1
5902,0
5903,0
5904,1
5905,0
5906,0
5907,0
5908,0
5909,0
5910,1
5911,0
5912,0
5913,1
5914,1
5915,0
5916,0
5917,1
5918,0
5919,0
5920,0
5921,0
5922,0
5923,0
5924,0
5925,1
5926,1
5927,1
5928,0
5929,0
5930,0
5931,1
5932,0
5933,0
5934,0
5935,0
5936,0
5937,0
5938,0
5939,0
5940,0
5941,0
5942,1
5943,1
5944,0
5945,1
5946,0
5947,1
5948,0
5949,0
5950,0
5951,1
5952,1
5953,1
5954,0
5955,0
5956,0
5957,0
5958,0
5959,1
5960,0
5961,0
5962,1
5963,0
5964,1
5965,0
5966,0
5967,0
5968,0
5969,0
5970,0
5971,0
5972,1
5973,0
5974,0
5975,0
5976,0
5977,1
5978,0
5979,0
5980,0
5981,0
5982,0
5983,1
5984,1
5985,1
5986,0
5987,1
5988,1
5989,1
5990,0
5991,1
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
